Entity,Code,Year,Carbon dioxide emissions from buildings,Carbon dioxide emissions from industry,Carbon dioxide emissions from land use change and forestry,Carbon dioxide emissions from other fuel combustion,Carbon dioxide emissions from transport,Carbon dioxide emissions from manufacturing and construction,Fugitive emissions of carbon dioxide from energy production,Carbon dioxide emissions from electricity and heat,Carbon dioxide emissions from bunker fuels
Sierra Leone,SLE,1991,30000,0,3350000,0,120000,70000,,100000,90000
Sierra Leone,SLE,1992,40000,0,3350000,0,120000,40000,,100000,50000
Sierra Leone,SLE,1993,40000,0,3350000,0,110000,30000,,100000,50000
Sierra Leone,SLE,1994,50000,0,3350000,0,100000,30000,,100000,50000
Sierra Leone,SLE,1995,50000,0,3350000,0,100000,10000,,80000,40000
Sierra Leone,SLE,1996,40000,0,3350000,0,90000,10000,,90000,40000
Sierra Leone,SLE,1997,50000,0,3350000,0,100000,10000,,50000,40000
Sierra Leone,SLE,1998,50000,0,3350000,0,100000,10000,,70000,40000
Sierra Leone,SLE,1999,50000,0,3350000,0,90000,10000,,50000,40000
Sierra Leone,SLE,2000,60000,0,3350000,20000,110000,10000,,60000,50000
Sierra Leone,SLE,2001,70000,0,3350000,40000,120000,40000,,100000,30000
Sierra Leone,SLE,2002,60000,0,3350000,110000,150000,80000,,100000,30000
Sierra Leone,SLE,2003,80000,0,3350000,100000,200000,70000,,100000,30000
Sierra Leone,SLE,2004,90000,0,3350000,80000,210000,80000,,80000,40000
Sierra Leone,SLE,2005,110000,0,3350000,20000,250000,20000,,50000,40000
Sierra Leone,SLE,2006,190000,0,3350000,0,320000,40000,,40000,40000
Sierra Leone,SLE,2007,50000,0,3350000,120000,290000,20000,,30000,30000
Sierra Leone,SLE,2008,40000,0,3350000,170000,259999.98,10000,,30000,40000
Sierra Leone,SLE,2009,20000,0,3350000,129999.99,290000,40000,,40000,40000
Sierra Leone,SLE,2010,10000,0,3350000,120000,350000,70000,,20000,40000
Sierra Leone,SLE,2011,10000,0,3350000,250000,410000,50000,,20000,40000
Sierra Leone,SLE,2012,10000,0,3350000,320000,410000,60000,,50000,40000
Sierra Leone,SLE,2013,10000,0,3350000,380000,550000,90000,,50000,50000
Sierra Leone,SLE,2014,20000,0,3350000,400000,610000,120000,,30000,40000
Sierra Leone,SLE,2015,10000,0,3350000,280000,680000,120000,,30000,20000
Sierra Leone,SLE,2016,0,0,3350000,290000,710000,100000,,60000,10000
Sierra Leone,SLE,2017,0,0,3350000,270000,680000,100000,,70000,10000
Sierra Leone,SLE,2018,0,0,3350000,250000,640000,100000,,70000,20000
Sierra Leone,SLE,2019,0,0,3350000,300000,670000,60000,,10000,10000
Sierra Leone,SLE,2020,0,0,3350000,330000,690000,30000,,10000,10000
Sierra Leone,SLE,2021,0,0,3350000,360000,710000,30000,,10000,10000
Singapore,SGP,1990,1240000,0,-50000,80000,4070000.2,440000,,23150000,39910000
Singapore,SGP,1991,1160000,0,-50000,80000,4930000,420000,,23880000,37170000
Singapore,SGP,1992,640000,0,-50000,80000,4760000,460000,,25470000,45070000
Singapore,SGP,1993,650000,0,-50000,90000,4720000,500000,,30200000,42280000
Singapore,SGP,1994,660000,0,-50000,100000,5140000,540000,,31550000,43910000
Singapore,SGP,1995,519999.97,0,-50000,100000,5650000,470000,,30850000,43540000
Singapore,SGP,1996,550000,0,-50000,100000,5110000,400000,,32369998,50710000
Singapore,SGP,1997,690000,0,-50000,140000,5060000,370000,,31890000,58520000
Singapore,SGP,1998,460000,0,-50000,150000,5080000,350000,,31010000,62180000
Singapore,SGP,1999,450000,0,-50000,150000,5140000,330000,,31730000,69870000
Singapore,SGP,2000,460000,0,-50000,150000,5220000,3260000,,33029998,70190000
Singapore,SGP,2001,460000,0,-50000,160000,5320000,3450000,,32650002,75200000
Singapore,SGP,2002,540000,0,-50000,150000,5290000,3670000,,31640000,74840000
Singapore,SGP,2003,460000,0,-50000,140000,5310000,4360000,,27880000,75360000
Singapore,SGP,2004,470000,0,-50000,140000,5410000,4810000,,28790000,86230000
Singapore,SGP,2005,370000,0,-50000,140000,5590000,5190000,,25600000,93020000
Singapore,SGP,2006,470000,0,-50000,0,5810000,5430000,,25460000,103080000
Singapore,SGP,2007,570000,0,-50000,0,6010000,5730000,,25970000,113550000
Singapore,SGP,2008,590000,0,-50000,0,6120000,5950000,,25760000,124430000
Singapore,SGP,2009,620000,0,-50000,0,6700000,8580000,,22930000,128590000
Singapore,SGP,2010,630000,0,-50000,0,6790000,9760000,,25230000,144430000
Singapore,SGP,2011,620000,0,-50000,0,7250000,10300000,,26600000,152920000
Singapore,SGP,2012,620000,0,-50000,0,7010000,10200000,,25860000,153480000
Singapore,SGP,2013,640000,0,-50000,0,6510000,11710000,,25050000,154390000
Singapore,SGP,2014,600000,0,-50000,0,6730000,12600000,,24470000,153700000
Singapore,SGP,2015,610000,0,-50000,0,7220000,12800000,,24800000,162750000
Singapore,SGP,2016,610000,0,30000,10000,7400000,11640000,,25320000,174850000
Singapore,SGP,2017,590000,0,30000,10000,6640000,14040000,,26050000,182590000
Singapore,SGP,2018,590000,0,30000,10000,6380000,12300000,,25800000,181270000
Singapore,SGP,2019,580000,0,30000,10000,6300000,12370000,,25830000,174940000
Singapore,SGP,2020,580000,0,30000,10000,6180000,12240000,,24650000,161740000
Singapore,SGP,2021,650000,0,30000,10000,6140000,13000000,,25740000,162290000
Slovakia,SVK,1990,15370000,,-9400000,1790000,4090000.2,15820000,,17750000,0
Slovakia,SVK,1991,11820000,,-9400000,1250000,3390000,14300000,,17180000,0
Slovakia,SVK,1992,10320000,1310000,-9400000,930000,3550000,13430000,,16559999,0
Slovakia,SVK,1993,10070000,1030000,-9400000,1010000,2940000,11160000,,18120000,0
Slovakia,SVK,1994,8610000,1120000,-9400000,640000,3360000,11640000,,16340000,100000
Slovakia,SVK,1995,8390000,1160000,-9400000,600000,3790000,10440000,,17980000,120000
Slovakia,SVK,1996,8530000,1100000,-9400000,570000,3520000,11170000,,17280000,120000
Slovakia,SVK,1997,8330000,1220000,-9400000,570000,4110000.2,10780000,,17270000,110000
Slovakia,SVK,1998,8600000,1820000,-9400000,510000,4170000,9710000,,16590000,90000
Slovakia,SVK,1999,8480000,1830000,-9400000,450000,4240000,9180000,,16480000,60000
Slovakia,SVK,2000,8180000.5,1190000,-9400000,410000,4060000,9820000,,14410000,80000
Slovakia,SVK,2001,6700000,1210000,-8370000,360000,5350000,8530000,,16430000,90000
Slovakia,SVK,2002,6420000,1170000,-8370000,280000,6150000,9110000,,14950000,140000
Slovakia,SVK,2003,5560000,920000,-8370000,310000,5630000,8780000,,17120000,100000
Slovakia,SVK,2004,5450000,1220000,-8370000,340000,5930000,8270000.5,,16219999,80000
Slovakia,SVK,2005,5940000,1260000,-8370000,360000,6510000,8380000,,16070000,120000
Slovakia,SVK,2006,6040000,1390000,-8370000,300000,6110000,8359999.5,,15670000,120000
Slovakia,SVK,2007,5630000,1490000,-8370000,280000,6690000,8229999.5,,14870000,150000
Slovakia,SVK,2008,6170000,1600000,-8370000,300000,7330000,7980000,,13720000,190000
Slovakia,SVK,2009,6510000,1210000,-8370000,270000,6320000,6400000,,13190000,140000
Slovakia,SVK,2010,6560000,860000,-8370000,290000,7150000,6770000,,13800000,120000
Slovakia,SVK,2011,5140000,1260000,-7570000,300000,7120000,6710000,,13580000,129999.99
Slovakia,SVK,2012,4700000,1100000,-7570000,290000,6470000,6870000,,12920000,110000
Slovakia,SVK,2013,5340000,1140000,-7570000,300000,6480000,7020000,,12650000,120000
Slovakia,SVK,2014,4240000,1270000,-7570000,310000,6060000,7220000,,11340000,100000
Slovakia,SVK,2015,4330000,1310000,-7570000,270000,5970000,7100000,,11780000,129999.99
Slovakia,SVK,2016,4170000,1340000,-1030000,270000,6740000,7300000,,11670000,150000
Slovakia,SVK,2017,4550000,1370000,-1030000,250000,7800000,7750000,,11860000,120000
Slovakia,SVK,2018,4270000,1350000,-1030000,240000,7730000,8380000,,11040000,140000
Slovakia,SVK,2019,4270000,1400000,-1030000,230000,7830000,7460000,,9840000,140000
Slovakia,SVK,2020,4020000,1440000,-1030000,240000,6990000,7210000,,9130000,90000
Slovakia,SVK,2021,4790000,1450000,-1030000,240000,7250000,7990000,,10380000,70000
Slovenia,SVN,1990,1950000,,-9390000,20000,2620000,2620000,,6320000,80000
Slovenia,SVN,1991,2490000,,-9390000,20000,2480000,2300000,,5450000,20000
Slovenia,SVN,1992,2069999.9,380000,-9390000,10000,2560000,1840000,,5970000,30000
Slovenia,SVN,1993,2390000,290000,-9390000,10000,3090000,1750000,,6030000,50000
Slovenia,SVN,1994,2170000,380000,-9390000,0,3450000,1970000,,5640000,50000
Slovenia,SVN,1995,2440000,410000,-9390000,10000,3840000,1840000,,5940000,60000
Slovenia,SVN,1996,2980000,440000,-9390000,10000,4360000,1860000,,5650000,50000
Slovenia,SVN,1997,2830000,440000,-9390000,10000,4560000,1930000,,5960000,60000
Slovenia,SVN,1998,2870000,460000,-9390000,230000,3790000,1810000,,6350000,60000
Slovenia,SVN,1999,3110000,460000,-9350000,230000,3590000,1990000,,5530000,60000
Slovenia,SVN,2000,2140000,490000,-9350000,350000,3530000,2370000,,5660000,70000
Slovenia,SVN,2001,2590000,510000,-11510000,350000,3690000,2110000,,6150000,80000
Slovenia,SVN,2002,2650000,440000,-11510000,310000,3800000,1850000,,6470000,90000
Slovenia,SVN,2003,2490000,450000,-11510000,300000,3860000,2150000,,6170000,80000
Slovenia,SVN,2004,2440000,470000,-11520000,290000,4040000,2210000,,6240000,60000
Slovenia,SVN,2005,2170000,490000,-11520000,290000,4310000,2360000,,6300000,140000
Slovenia,SVN,2006,1960000,510000,-11520000,290000,4550000,2540000,,6440000,170000
Slovenia,SVN,2007,1460000,540000,-11520000,310000,5150000,2270000,,6540000,250000
Slovenia,SVN,2008,1840000,590000,-11520000,300000,6060000,2200000,,6370000,310000
Slovenia,SVN,2009,1770000,420000,-11510000,270000,5080000,1870000,,6100000,190000
Slovenia,SVN,2010,1860000,360000,-11510000,280000,5210000,1850000,,6210000,140000
Slovenia,SVN,2011,1600000,310000,-2620000,250000,5570000,1690000,,6300000,170000
Slovenia,SVN,2012,1310000,320000,-2620000,270000,5580000,1620000,,6020000,230000
Slovenia,SVN,2013,1200000,390000,-2620000,259999.98,5290000,1620000,,5800000,270000
Slovenia,SVN,2014,960000,420000,-2620000,270000,5300000,1630000,,4530000,259999.98
Slovenia,SVN,2015,1050000,370000,-2620000,270000,5280000,1590000,,4580000,280000
Slovenia,SVN,2016,1120000,340000,350000,259999.98,5650000,1620000,,4910000,450000
Slovenia,SVN,2017,1000000,410000,350000,270000,5770000,1730000,,4940000,560000
Slovenia,SVN,2018,920000,450000,350000,280000,5740000,1850000,,4820000,820000
Slovenia,SVN,2019,880000,480000,360000,300000,5530000,1860000,,4600000,680000
Slovenia,SVN,2020,910000,470000,360000,280000,4500000,1780000,,4520000,400000
Slovenia,SVN,2021,810000,470000,360000,259999.98,5120000,1810000,,4250000,310000
Solomon Islands,SLB,1990,10000,0,3910000,10000,100000,20000,,30000,20000
Solomon Islands,SLB,1991,0,0,3910000,10000,100000,20000,,30000,30000
Solomon Islands,SLB,1992,0,0,3910000,10000,110000,20000,,30000,30000
Solomon Islands,SLB,1993,0,0,3910000,10000,120000,20000,,30000,30000
Solomon Islands,SLB,1994,0,0,3910000,10000,140000,20000,,30000,30000
Solomon Islands,SLB,1995,0,0,3910000,10000,140000,20000,,30000,30000
Solomon Islands,SLB,1996,0,0,3910000,10000,150000,20000,,30000,30000
Solomon Islands,SLB,1997,0,0,3910000,10000,150000,20000,,30000,30000
Solomon Islands,SLB,1998,0,0,3910000,10000,150000,20000,,40000,30000
Solomon Islands,SLB,1999,0,0,3910000,10000,150000,20000,,50000,30000
Solomon Islands,SLB,2000,0,0,3910000,10000,150000,20000,,60000,30000
Solomon Islands,SLB,2001,0,0,1690000,10000,160000,20000,,60000,30000
Solomon Islands,SLB,2002,0,0,1690000,10000,170000,20000,,60000,30000
Solomon Islands,SLB,2003,0,0,1690000,10000,180000,20000,,60000,30000
Solomon Islands,SLB,2004,0,0,1690000,10000,190000,20000,,60000,30000
Solomon Islands,SLB,2005,0,0,1690000,10000,190000,20000,,70000,30000
Solomon Islands,SLB,2006,0,0,1690000,10000,200000,20000,,70000,30000
Solomon Islands,SLB,2007,0,0,1690000,10000,210000,20000,,80000,30000
Solomon Islands,SLB,2008,0,0,1690000,10000,210000,20000,,80000,30000
Solomon Islands,SLB,2009,0,0,1690000,10000,220000,20000,,80000,30000
Solomon Islands,SLB,2010,0,0,1690000,10000,230000,20000,,80000,30000
Solomon Islands,SLB,2011,0,0,-17820000,10000,250000,20000,,70000,30000
Solomon Islands,SLB,2012,0,0,-17820000,10000,250000,20000,,70000,30000
Solomon Islands,SLB,2013,0,0,-17820000,10000,270000,20000,,80000,40000
Solomon Islands,SLB,2014,0,0,-17820000,10000,220000,20000,,80000,30000
Solomon Islands,SLB,2015,0,0,-17820000,20000,190000,20000,,80000,30000
Solomon Islands,SLB,2016,0,0,45410000,20000,190000,20000,,70000,30000
Solomon Islands,SLB,2017,0,0,45410000,20000,190000,20000,,70000,30000
Solomon Islands,SLB,2018,0,0,45410000,20000,190000,20000,,70000,30000
Solomon Islands,SLB,2019,0,0,45410000,20000,200000,20000,,70000,30000
Solomon Islands,SLB,2020,0,0,45410000,20000,190000,20000,,70000,30000
Solomon Islands,SLB,2021,0,0,45410000,20000,200000,20000,,80000,30000
Somalia,SOM,1990,60000,20000,17350000,70000,310000,60000,,270000,220000
Somalia,SOM,1991,60000,0,17350000,30000,290000,60000,,270000,210000
Somalia,SOM,1992,60000,10000,17350000,30000,270000,60000,,259999.98,200000
Somalia,SOM,1993,40000,10000,17350000,30000,259999.98,60000,,240000,210000
Somalia,SOM,1994,50000,10000,17350000,30000,240000,60000,,240000,210000
Somalia,SOM,1995,50000,10000,17350000,30000,220000,50000,,230000,220000
Somalia,SOM,1996,50000,0,17350000,30000,210000,60000,,230000,220000
Somalia,SOM,1997,50000,0,17350000,30000,200000,60000,,220000,220000
Somalia,SOM,1998,40000,0,17350000,30000,180000,50000,,210000,220000
Somalia,SOM,1999,30000,0,17350000,50000,160000,60000,,200000,220000
Somalia,SOM,2000,30000,,17350000,50000,140000,60000,,200000,240000
Somalia,SOM,2001,30000,,17350000,60000,140000,60000,,220000,220000
Somalia,SOM,2002,80000,,17350000,60000,140000,60000,,230000,210000
Somalia,SOM,2003,80000,,17350000,60000,140000,60000,,240000,210000
Somalia,SOM,2004,80000,,17350000,60000,140000,60000,,240000,210000
Somalia,SOM,2005,70000,,17350000,60000,140000,60000,,250000,210000
Somalia,SOM,2006,70000,,17350000,60000,140000,60000,,250000,210000
Somalia,SOM,2007,129999.99,,17350000,0,150000,90000,,250000,200000
Somalia,SOM,2008,129999.99,,17350000,0,160000,70000,,259999.98,200000
Somalia,SOM,2009,110000,,17350000,0,160000,80000,,259999.98,210000
Somalia,SOM,2010,140000,,17350000,0,140000,80000,,259999.98,210000
Somalia,SOM,2011,140000,,17350000,0,140000,80000,,270000,210000
Somalia,SOM,2012,140000,,17350000,0,129999.99,80000,,270000,210000
Somalia,SOM,2013,129999.99,,17350000,0,129999.99,80000,,310000,220000
Somalia,SOM,2014,129999.99,,17350000,0,129999.99,80000,,310000,220000
Somalia,SOM,2015,129999.99,,17350000,0,129999.99,80000,,310000,220000
Somalia,SOM,2016,120000,,17350000,0,140000,80000,,310000,220000
Somalia,SOM,2017,120000,,17350000,0,140000,80000,,310000,220000
Somalia,SOM,2018,120000,,17350000,0,140000,80000,,310000,220000
Somalia,SOM,2019,120000,,17350000,0,140000,80000,,310000,220000
Somalia,SOM,2020,110000,,17350000,0,120000,80000,,300000,180000
Somalia,SOM,2021,110000,,17350000,0,120000,80000,,310000,190000
South Africa,ZAF,1990,11320000,3770000,6370000,3030000,29550000,54120000,,145830000,7120000
South Africa,ZAF,1991,11820000,3580000,6370000,3110000,29570000,48830000,,145370000,7710000
South Africa,ZAF,1992,11730000,3390000,6370000,3040000,30060000,42890000,,147680000,9820000
South Africa,ZAF,1993,14900000,3540000,6370000,4770000,30230000,35420000,60000,157520000,9230000
South Africa,ZAF,1994,13980000,3800000,6370000,5070000,31330000,36360000,129999.99,161410000,9980000
South Africa,ZAF,1995,12320000,4360000,6370000,5620000,35170000,37180000,120000,169470000,12010000
South Africa,ZAF,1996,10930000,4320000,6380000,5590000,34320000,41340000,129999.99,177430000,12240000
South Africa,ZAF,1997,11250000,4320000,6380000,5170000,35230000,45050000,220000,187340000,10290000
South Africa,ZAF,1998,10710000,3950000,6400000,4430000,34890000,47560000,259999.98,194400000,12000000
South Africa,ZAF,1999,9650000,3780000,6430000,4030000.2,35360000,40830000,210000,184420000,13190000
South Africa,ZAF,2000,9190000,3670000,6430000,3670000,35180000,40550000,259999.98,191930000,11420000
South Africa,ZAF,2001,12810000,3640000,6460000,3830000,36010000,36530000,270000,227320000,11420000
South Africa,ZAF,2002,15770000,4210000,6480000,3900000,36790000,39820000,230000,230550000,10640000
South Africa,ZAF,2003,17580000,4460000,6510000,3920000,38980000,42110000,310000,245670000,11020000
South Africa,ZAF,2004,19910000,4340000,6510000,3870000,41260000,49090000,300000,261180000,9890000
South Africa,ZAF,2005,21520000,5070000,6510000,3580000,43200000,52980000,280000,251010000,10790000
South Africa,ZAF,2006,24170000,5330000,6510000,4139999.8,44350000,49140000,220000,252380000,10570000
South Africa,ZAF,2007,29950000,5490000,6510000,4460000,48750000,42750000,170000,265600000,10930000
South Africa,ZAF,2008,32390000,5340000,6520000,4830000,47050000,43880000,180000,293440000,12520000
South Africa,ZAF,2009,31240000,5570000,6520000,4760000,45070000,61100000,180000,256440000,11380000
South Africa,ZAF,2010,13870000,5050000,6520000,5950000,46500000,51460000,200000,302520000,14080000
South Africa,ZAF,2011,16270000,4640000,6410000,7830000,48780000,44540000,140000,287280000,14530000
South Africa,ZAF,2012,24980000,4630000,6410000,8290000,48840000,45600000,80000,294589980,14610000
South Africa,ZAF,2013,26140000,4890000,6410000,8130000,53650000,51620000,50000,292680000,14720000
South Africa,ZAF,2014,26450000,4910000,6410000,8040000,51210000,53370000,50000,304140000,14770000
South Africa,ZAF,2015,23460000,5420000,6410000,7990000,53550000,49280000,50000,284960000,15140000
South Africa,ZAF,2016,21130000,5690000,6680000,7260000,50920000,49060000,40000,290989980,13780000
South Africa,ZAF,2017,33970000,5480000,6680000,8680000,55410000,46110000,30000,284740000,14480000
South Africa,ZAF,2018,25250000,5470000,6680000,7780000,54240000,54240000,60000,291250000,14210000
South Africa,ZAF,2019,17230000,5450000,6670000,7160000,51670000,51910000,40000,311589980,14490000
South Africa,ZAF,2020,16850000,5070000,6670000,6480000,44310000,48240000,60000,270280000,10690000
South Africa,ZAF,2021,17020000,5280000,6670000,7080000,48220000,49060000,60000,270370000,9880000
South America,,1990,51530000,21340000,1515140000,19040000,185130000,111610000,20340000,124720000,15440000
South America,,1991,50660000,23010000,1515140000,19330000,192900000,118660000,19740000,123020000,16059999
South America,,1992,52480000,21750000,1515140000,20860000,197850000,119330000,19540000,128140000,17020000
South America,,1993,54540000,23230000,1515870000,22840000,208330000,125880000,16740000,128000000,18420000
South America,,1994,54440000,24710000,1515870000,27550000,214440000,131380010,13910000,127840000,19530000
South America,,1995,56640000,26420000,1516299900,26370000,232500000,139040000,15740000,135849980,21200000
South America,,1996,57810000,28540000,1516550000,27769998,253360000,150300000,15389999,149110000,22660000
South America,,1997,58090000,31290000,1516620000,29150000,261130000,162850000,17770000,164520000,24470000
South America,,1998,58660000,32450000,1516670100,25970000,270869980,161060000,17500000,175370000,23100000
South America,,1999,62720000,31300002,1516990000,27200000,262870000,156700000,16750000,185720000,28480000
South America,,2000,63570000,31029998,1517020000,28369998,261310000,165209980,16750000,191830000,30610000
South America,,2001,62830000,29929998,1537329900,29760000,262850000,163850000,15430000,194340000,31680000
South America,,2002,62380000,27640000,1537360000,29110000,262949980,168880000,13320001,189620000,33430000
South America,,2003,60010004,27620000,1537350000,30080000,258400000,168530000,12720000,195900000,31130000
South America,,2004,62300000,27430000,1538150000,32520000,275540000,175320000,12490000,214930000,34780000
South America,,2005,62960000,30420000,1538120000,33940004,284670000,175050000,13320000,220709980,35810000
South America,,2006,62860000,34770000,1538120000,33529998,295620000,172010020,11820000,226180000,36130000
South America,,2007,73820000,36160000,1538100000,36760004,311640000,166820000,11430000,233440000,37520000
South America,,2008,68310000,38340000,1538140000,38690000,325860000,173260020,13050000,259290020,42680000
South America,,2009,67580000,38050000,1538130000,37710000,321269980,159680000,14300000,252510000,38680000
South America,,2010,72150000,40350004,1538150000,38440004,347290020,192200000,13710000,269549980,41580000
South America,,2011,74000000,43330000,663900000,38720000,375780000,204660000,15550000,265860020,43150000
South America,,2012,75250000,46470000,663870000,39000000,398910000,195650000,25430000,299630000,45130000
South America,,2013,77130000,49250000,663899970,43510000,412470000,200350000,27310000,325910000,40620000
South America,,2014,76250000,49810000,664059970,42950000,415340000,195690000,29830000,346830000,41350000
South America,,2015,75100000,48410000,664050000,42340000,404039970,180239980,28029998,353090000,40250000
South America,,2016,76650000,43970000,733780000,42140000,402029980,164970000,27760000,329970020,37350004
South America,,2017,75040000,41560000,733910000,42880000,404840000,171380000,21450000,313560000,38630000
South America,,2018,75040000,40560000,734040060,41220000,397060000,171400000,23970000,294460000,39580000
South America,,2019,71630010,41070000,734110000,39630000,399709980,158720000,27450000,281810000,38620000
South America,,2020,70730000,41330000,734150000,38590000,340600000,146840000,25910000,248750000,23830000
South America,,2021,73790000,46910000,734150000,41370000,385930000,158810000,25080000,278810000,26380000
